access,family,Baltimore
NC_041981,Myoviridae,I
NC_029017,Schitoviridae,I
NC_041980,Myoviridae,I
NC_028672,Myoviridae,I
NC_047758,Autographiviridae,I
NC_028899,Myoviridae,I
NC_027778,Iridoviridae,I
NC_028968,Siphoviridae,I
NC_028692,Siphoviridae,I
NC_029118,Siphoviridae,I
NC_031086,Autographiviridae,I
NC_028869,Myoviridae,I
NC_041930,Myoviridae,I
NC_028684,Autographiviridae,I
NC_028679,Autographiviridae,I
NC_029092,Autographiviridae,I
NC_028755,Myoviridae,I
NC_028677,Siphoviridae,I
NC_038333,Adenoviridae,I
NC_044960,Adenoviridae,I
NC_028105,Adenoviridae,I
NC_028826,Siphoviridae,I
NC_028831,Siphoviridae,I
NC_031465,Marseilleviridae,I
NC_028840,Demerecviridae,I
NC_029314,Rudiviridae,I
NC_028789,Salasmaviridae,I
NC_028987,Autographiviridae,I
NC_030848,Sphaerolipoviridae,I
NC_041872,Podoviridae,I
NC_047866,Autographiviridae,I
NC_029016,Siphoviridae,I
NC_028693,Rountreeviridae,I
NC_028990,Siphoviridae,I
NC_049931,Rountreeviridae,I
NC_041964,Podoviridae,I
NC_029005,Siphoviridae,I
NC_028484,Rhabdoviridae,V
NC_041949,Siphoviridae,I
NC_041938,Siphoviridae,I
NC_041951,Siphoviridae,I
NC_041948,Siphoviridae,I
NC_041939,Siphoviridae,I
NC_041940,Siphoviridae,I
NC_041952,Siphoviridae,I
NC_041941,Siphoviridae,I
NC_041875,Podoviridae,I
NC_041942,Siphoviridae,I
NC_041943,Siphoviridae,I
NC_041947,Siphoviridae,I
NC_041932,Myoviridae,I
NC_041944,Siphoviridae,I
NC_041945,Siphoviridae,I
NC_041933,Myoviridae,I
NC_041961,Siphoviridae,I
NC_041946,Siphoviridae,I
NC_041876,Siphoviridae,I
NC_041931,Myoviridae,I
NC_042053,Myoviridae,I
NC_041877,Siphoviridae,I
NC_030923,Autographiviridae,I
NC_030928,Autographiviridae,I
NC_030937,Autographiviridae,I
NC_031274,Zobellviridae,I
NC_010191,Phycodnaviridae,I
NC_030948,Ackermannviridae,I
NC_029899,Adenoviridae,I
NC_029902,Adenoviridae,I
NC_030860,Adenoviridae,I
NC_030874,Adenoviridae,I
NC_029898,Adenoviridae,I
NC_031245,Myoviridae,I
NC_041879,Siphoviridae,I
NC_031252,Myoviridae,I
NC_031231,Siphoviridae,I
NC_031254,Siphoviridae,I
NC_031224,Siphoviridae,I
NC_029692,Marseilleviridae,I
NC_031933,Demerecviridae,I
NC_031902,Demerecviridae,I
NC_031931,Podoviridae,I
NC_031912,Podoviridae,I
NC_031904,Podoviridae,I
NC_031039,Myoviridae,I
NC_041880,Myoviridae,I
NC_041881,Myoviridae,I
NC_049371,Schitoviridae,I
NC_049372,Schitoviridae,I
NC_041972,Myoviridae,I
NC_041973,Myoviridae,I
NC_041974,Myoviridae,I
NC_041975,Myoviridae,I
NC_031247,Siphoviridae,I
NC_031234,Siphoviridae,I
NC_031229,Siphoviridae,I
NC_041950,Siphoviridae,I
NC_031112,Siphoviridae,I
NC_031239,Siphoviridae,I
NC_031230,Siphoviridae,I
NC_031063,Schitoviridae,I
NC_041884,Myoviridae,I
NC_030936,Siphoviridae,I
NC_030901,Siphoviridae,I
NC_030941,Siphoviridae,I
NC_030944,Siphoviridae,I
NC_030914,Siphoviridae,I
NC_030924,Siphoviridae,I
NC_030915,Siphoviridae,I
NC_030696,Siphoviridae,I
NC_030927,Siphoviridae,I
NC_030911,Siphoviridae,I
NC_030905,Siphoviridae,I
NC_031058,Siphoviridae,I
NC_041885,Autographiviridae,I
NC_042047,Ackermannviridae,I
NC_031022,Demerecviridae,I
NC_031045,Ackermannviridae,I
NC_031128,Ackermannviridae,I
NC_031057,Myoviridae,I
NC_047768,Autographiviridae,I
NC_030656,Poxviridae,I
NC_031102,Siphoviridae,I
NC_031014,Autographiviridae,I
NC_048646,Myoviridae,I
NC_031096,Autographiviridae,I
NC_047873,Autographiviridae,I
NC_031917,Siphoviridae,I
NC_031908,Podoviridae,I
NC_042138,Myoviridae,I
NC_047770,Myoviridae,I
NC_048124,Schitoviridae,I
NC_048125,Schitoviridae,I
NC_048123,Autographiviridae,I
NC_049431,Schitoviridae,I
NC_049430,Schitoviridae,I
NC_031927,Myoviridae,I
NC_031007,Myoviridae,I
NC_031010,Myoviridae,I
NC_031043,Myoviridae,I
NC_048645,Myoviridae,I
NC_030842,Iridoviridae,I
NC_031074,Siphoviridae,I
NC_031109,Siphoviridae,I
NC_031001,Siphoviridae,I
NC_031080,Myoviridae,I
NC_031035,Siphoviridae,I
NC_041887,Siphoviridae,I
NC_047776,Myoviridae,I
NC_041889,Siphoviridae,I
NC_047778,Autographiviridae,I
NC_033423,Iridoviridae,I
NC_041896,Myoviridae,I
NC_031503,Adenoviridae,I
NC_041899,Demerecviridae,I
NC_041901,Myoviridae,I
NC_049379,Schitoviridae,I
NC_048650,Myoviridae,I
NC_049380,Schitoviridae,I
NC_041905,Autographiviridae,I
NC_047791,Chaseviridae,I
NC_032001,Phycodnaviridae,I
NC_047859,Demerecviridae,I
NC_041911,Myoviridae,I
NC_032105,Adenoviridae,I
NC_041912,Autographiviridae,I
NC_041913,Siphoviridae,I
NC_047802,Autographiviridae,I
NC_041914,Autographiviridae,I
NC_041915,Autographiviridae,I
NC_047803,Autographiviridae,I
NC_015230,Lavidaviridae,I
NC_041916,Myoviridae,I
NC_049382,Ackermannviridae,I
NC_048653,Schitoviridae,I
NC_048654,Schitoviridae,I
NC_047815,Myoviridae,I
NC_047819,Autographiviridae,I
NC_041917,Myoviridae,I
NC_048659,Schitoviridae,I
NC_041921,Siphoviridae,I
NC_047821,Autographiviridae,I
NC_049807,Siphoviridae,I
NC_042137,Siphoviridae,I
NC_047824,Chaseviridae,I
NC_048660,Ackermannviridae,I
NC_041927,Siphoviridae,I
NC_010811,Myoviridae,I
NC_049960,Salasmaviridae,I
NC_023701,Siphoviridae,I
NC_049961,Salasmaviridae,I
NC_041967,Autographiviridae,I
NC_048661,Guelinviridae,I
NC_047880,Myoviridae,I
NC_047981,Autographiviridae,I
NC_042131,Autographiviridae,I
NC_042074,Demerecviridae,I
NC_047882,Demerecviridae,I
NC_034626,Adenoviridae,I
NC_035072,Adenoviridae,I
NC_015296,Ackermannviridae,I
NC_047831,Autographiviridae,I
NC_041994,Myoviridae,I
NC_047832,Autographiviridae,I
NC_035132,Rhabdoviridae,V
NC_041997,Myoviridae,I
NC_031948,Adenoviridae,I
NC_041999,Myoviridae,I
NC_048669,Siphoviridae,I
NC_042000,Myoviridae,I
NC_042001,Siphoviridae,I
NC_042002,Siphoviridae,I
NC_047834,Autographiviridae,I
NC_042003,Autographiviridae,I
NC_042004,Autographiviridae,I
NC_042006,Autographiviridae,I
NC_042007,Autographiviridae,I
NC_049937,Rountreeviridae,I
NC_047835,Demerecviridae,I
NC_047836,Autographiviridae,I
NC_047839,Myoviridae,I
NC_047840,Autographiviridae,I
NC_048668,Myoviridae,I
NC_047845,Autographiviridae,I
NC_047846,Autographiviridae,I
NC_042014,Myoviridae,I
NC_042015,Myoviridae,I
NC_042016,Siphoviridae,I
NC_047884,Demerecviridae,I
NC_047885,Demerecviridae,I
NC_047860,Autographiviridae,I
NC_035468,Poxviridae,I
NC_035469,Poxviridae,I
NC_049396,Ackermannviridae,I
NC_047999,Demerecviridae,I
NC_042018,Myoviridae,I
NC_042020,Podoviridae,I
NC_042040,Siphoviridae,I
NC_042021,Siphoviridae,I
NC_042022,Siphoviridae,I
NC_042023,Siphoviridae,I
NC_040612,Iridoviridae,I
NC_048000,Demerecviridae,I
NC_048677,Herelleviridae,I
NC_047982,Autographiviridae,I
NC_048678,Myoviridae,I
NC_048679,Myoviridae,I
NC_048035,Autographiviridae,I
NC_048036,Autographiviridae,I
NC_047887,Demerecviridae,I
NC_047888,Autographiviridae,I
NC_042045,Siphoviridae,I
NC_042350,Siphoviridae,I
NC_042352,Siphoviridae,I
NC_042082,Siphoviridae,I
NC_042083,Tectiviridae,I
NC_047892,Siphoviridae,I
NC_042085,Siphoviridae,I
NC_042086,Siphoviridae,I
NC_042087,Siphoviridae,I
NC_042088,Siphoviridae,I
NC_042089,Siphoviridae,I
NC_042090,Demerecviridae,I
NC_042092,Myoviridae,I
NC_047894,Autographiviridae,I
NC_042354,Siphoviridae,I
NC_042355,Siphoviridae,I
NC_042093,Demerecviridae,I
NC_049427,Ackermannviridae,I
NC_048684,Podoviridae,I
NC_048685,Podoviridae,I
NC_048686,Podoviridae,I
NC_047900,Ackermannviridae,I
NC_047901,Ackermannviridae,I
NC_049428,Ackermannviridae,I
NC_036582,Poxviridae,I
NC_048134,Herelleviridae,I
NC_048687,Siphoviridae,I
NC_047902,Siphoviridae,I
NC_047903,Autographiviridae,I
NC_047930,Autographiviridae,I
NC_042099,Siphoviridae,I
NC_042100,Myoviridae,I
NC_042101,Siphoviridae,I
NC_047917,Autographiviridae,I
NC_049433,Ackermannviridae,I
NC_048698,Siphoviridae,I
NC_037057,Phycodnaviridae,I
NC_047932,Ackermannviridae,I
NC_047921,Siphoviridae,I
NC_048207,Siphoviridae,I
NC_042102,Siphoviridae,I
NC_048697,Schitoviridae,I
NC_042104,Autographiviridae,I
NC_048695,Siphoviridae,I
NC_042105,Siphoviridae,I
NC_047931,Siphoviridae,I
NC_042108,Siphoviridae,I
NC_042109,Siphoviridae,I
NC_042110,Siphoviridae,I
NC_042111,Siphoviridae,I
NC_047941,Autographiviridae,I
NC_043128,Phycodnaviridae,I
NC_048702,Ackermannviridae,I
NC_042119,Siphoviridae,I
NC_042117,Siphoviridae,I
NC_042118,Siphoviridae,I
NC_042120,Siphoviridae,I
NC_048703,Schitoviridae,I
NC_042124,Autographiviridae,I
NC_049384,Ackermannviridae,I
NC_047949,Demerecviridae,I
NC_047950,Demerecviridae,I
NC_047961,Autographiviridae,I
NC_047964,Autographiviridae,I
NC_047963,Autographiviridae,I
NC_048704,Schitoviridae,I
NC_047962,Myoviridae,I
NC_047965,Autographiviridae,I
NC_047966,Autographiviridae,I
NC_047956,Autographiviridae,I
NC_047957,Autographiviridae,I
NC_047955,Autographiviridae,I
NC_047954,Autographiviridae,I
NC_022343,Ackermannviridae,I
NC_039032,Adenoviridae,I
NC_034834,Adenoviridae,I
NC_048707,Guelinviridae,I
NC_042127,Siphoviridae,I
NC_047977,Siphoviridae,I
NC_048147,Myoviridae,I
NC_047979,Demerecviridae,I
NC_047978,Chaseviridae,I
NC_042132,Siphoviridae,I
NC_047973,Siphoviridae,I
NC_047975,Siphoviridae,I
NC_049929,Siphoviridae,I
NC_048706,Podoviridae,I
NC_048627,Demerecviridae,I
NC_047995,Myoviridae,I
NC_047990,Siphoviridae,I
NC_047991,Siphoviridae,I
NC_047986,Siphoviridae,I
NC_047992,Siphoviridae,I
NC_048708,Siphoviridae,I
NC_047997,Autographiviridae,I
NC_048846,Myoviridae,I
NC_049435,Schitoviridae,I
NC_049436,Schitoviridae,I
NC_048005,Demerecviridae,I
NC_048006,Demerecviridae,I
NC_048007,Demerecviridae,I
NC_049437,Ackermannviridae,I
NC_048013,Demerecviridae,I
NC_048008,Demerecviridae,I
NC_048009,Demerecviridae,I
NC_048010,Demerecviridae,I
NC_048011,Demerecviridae,I
NC_048012,Demerecviridae,I
NC_048067,Podoviridae,I
NC_040811,Adenoviridae,I
NC_048017,Siphoviridae,I
NC_048719,Siphoviridae,I
NC_048720,Siphoviridae,I
NC_048027,Siphoviridae,I
NC_048028,Siphoviridae,I
NC_048709,Ackermannviridae,I
NC_048104,Siphoviridae,I
NC_048016,Myoviridae,I
NC_048003,Schitoviridae,I
NC_048029,Autographiviridae,I
NC_048725,Siphoviridae,I
NC_048022,Siphoviridae,I
NC_048054,Myoviridae,I
NC_048053,Myoviridae,I
NC_048052,Autographiviridae,I
NC_048045,Siphoviridae,I
NC_048047,Siphoviridae,I
NC_048046,Siphoviridae,I
NC_048021,Siphoviridae,I
NC_048672,Zobellviridae,I
NC_048671,Zobellviridae,I
NC_048038,Siphoviridae,I
NC_048068,Siphoviridae,I
NC_049440,Ackermannviridae,I
NC_049439,Ackermannviridae,I
NC_048041,Demerecviridae,I
NC_048728,Siphoviridae,I
NC_049977,Podoviridae,I
NC_048037,Lipothrixviridae,I
NC_048080,Myoviridae,I
NC_048074,Myoviridae,I
NC_048075,Myoviridae,I
NC_048076,Autographiviridae,I
NC_048073,Myoviridae,I
NC_048086,Demerecviridae,I
NC_048081,Autographiviridae,I
NC_049442,Myoviridae,I
NC_048733,Podoviridae,I
NC_048062,Demerecviridae,I
NC_048712,Guelinviridae,I
NC_048057,Autographiviridae,I
NC_048059,Autographiviridae,I
NC_048060,Autographiviridae,I
NC_048056,Autographiviridae,I
NC_048058,Autographiviridae,I
NC_048061,Autographiviridae,I
NC_048077,Myoviridae,I
NC_048735,Myoviridae,I
NC_049444,Schitoviridae,I
NC_049443,Ackermannviridae,I
NC_048203,Demerecviridae,I
NC_048205,Demerecviridae,I
NC_048736,Ackermannviridae,I
NC_048098,Siphoviridae,I
NC_048099,Siphoviridae,I
NC_048100,Siphoviridae,I
NC_048090,Siphoviridae,I
NC_048738,Guelinviridae,I
NC_048133,Autographiviridae,I
NC_048089,Demerecviridae,I
NC_048110,Demerecviridae,I
NC_048101,Siphoviridae,I
NC_048739,Podoviridae,I
NC_048740,Podoviridae,I
NC_048151,Demerecviridae,I
NC_049805,Siphoviridae,I
NC_048115,Siphoviridae,I
NC_048111,Autographiviridae,I
NC_048116,Autographiviridae,I
NC_048118,Autographiviridae,I
NC_048119,Autographiviridae,I
NC_048120,Autographiviridae,I
NC_048128,Lipothrixviridae,I
NC_048127,Lipothrixviridae,I
NC_026608,Siphoviridae,I
NC_049973,Salasmaviridae,I
NC_048743,Siphoviridae,I
NC_048139,Siphoviridae,I
NC_048137,Drexlerviridae,I
NC_048144,Siphoviridae,I
NC_049930,Rountreeviridae,I
NC_048746,Siphoviridae,I
NC_047865,Autographiviridae,I
NC_048157,Pleolipoviridae,II
NC_048158,Pleolipoviridae,II
NC_048156,Pleolipoviridae,II
NC_048749,Siphoviridae,I
NC_048149,Demerecviridae,I
NC_048145,Demerecviridae,I
NC_048751,Myoviridae,I
NC_048148,Autographiviridae,I
NC_048747,Myoviridae,I
NC_048748,Demerecviridae,I
NC_048194,Myoviridae,I
NC_048195,Myoviridae,I
NC_048186,Ackermannviridae,I
NC_048196,Myoviridae,I
NC_048193,Podoviridae,I
NC_048152,Siphoviridae,I
NC_048754,Herelleviridae,I
NC_048752,Herelleviridae,I
NC_048753,Herelleviridae,I
NC_048173,Myoviridae,I
NC_049850,Myoviridae,I
NC_049851,Myoviridae,I
NC_049455,Ackermannviridae,I
NC_048166,Siphoviridae,I
NC_049934,Rountreeviridae,I
NC_049939,Rountreeviridae,I
NC_049940,Rountreeviridae,I
NC_049932,Rountreeviridae,I
NC_049933,Rountreeviridae,I
NC_049936,Rountreeviridae,I
NC_049938,Rountreeviridae,I
NC_049935,Rountreeviridae,I
NC_048755,Myoviridae,I
NC_048759,Myoviridae,I
NC_048757,Siphoviridae,I
NC_042348,Siphoviridae,I
NC_042349,Siphoviridae,I
NC_042353,Siphoviridae,I
NC_048182,Myoviridae,I
NC_048761,Podoviridae,I
NC_048760,Demerecviridae,I
NC_048189,Myoviridae,I
NC_048190,Myoviridae,I
NC_048191,Myoviridae,I
NC_048187,Myoviridae,I
NC_048188,Myoviridae,I
NC_042094,Demerecviridae,I
NC_042095,Demerecviridae,I
NC_048777,Podoviridae,I
NC_048792,Myoviridae,I
NC_048766,Myoviridae,I
NC_048767,Myoviridae,I
NC_048769,Myoviridae,I
NC_048768,Siphoviridae,I
NC_048770,Myoviridae,I
NC_048773,Podoviridae,I
NC_048771,Myoviridae,I
NC_048795,Demerecviridae,I
NC_049462,Ackermannviridae,I
NC_048796,Myoviridae,I
NC_048778,Podoviridae,I
NC_049928,Siphoviridae,I
NC_049927,Siphoviridae,I
NC_048801,Podoviridae,I
NC_048775,Podoviridae,I
NC_048776,Podoviridae,I
NC_048783,Siphoviridae,I
NC_048781,Demerecviridae,I
NC_049970,Salasmaviridae,I
NC_049849,Myoviridae,I
NC_048794,Demerecviridae,I
NC_048786,Demerecviridae,I
NC_049512,Ackermannviridae,I
NC_049458,Ackermannviridae,I
NC_048779,Myoviridae,I
NC_049465,Myoviridae,I
NC_049463,Schitoviridae,I
NC_048808,Demerecviridae,I
NC_049467,Schitoviridae,I
NC_049471,Myoviridae,I
NC_048812,Siphoviridae,I
NC_048814,Siphoviridae,I
NC_048813,Siphoviridae,I
NC_048815,Siphoviridae,I
NC_048811,Demerecviridae,I
NC_048802,Myoviridae,I
NC_048809,Demerecviridae,I
NC_049468,Myoviridae,I
NC_048818,Demerecviridae,I
NC_048803,Chaseviridae,I
NC_048804,Myoviridae,I
NC_049473,Siphoviridae,I
NC_048819,Demerecviridae,I
NC_048820,Siphoviridae,I
NC_049808,Siphoviridae,I
NC_049472,Ackermannviridae,I
NC_048826,Siphoviridae,I
NC_048824,Siphoviridae,I
NC_049971,Salasmaviridae,I
NC_049972,Salasmaviridae,I
NC_049857,Siphoviridae,I
NC_048821,Myoviridae,I
NC_042005,Autographiviridae,I
NC_017969,Demerecviridae,I
NC_049950,Siphoviridae,I
NC_049391,Myoviridae,I
NC_049386,Myoviridae,I
NC_049385,Myoviridae,I
NC_049390,Myoviridae,I
NC_049387,Myoviridae,I
NC_049388,Myoviridae,I
NC_049389,Myoviridae,I
NC_049489,Myoviridae,I
NC_048829,Myoviridae,I
NC_048830,Myoviridae,I
NC_048831,Siphoviridae,I
NC_048833,Siphoviridae,I
NC_048837,Siphoviridae,I
NC_048838,Siphoviridae,I
NC_048842,Siphoviridae,I
NC_048843,Siphoviridae,I
NC_048844,Siphoviridae,I
NC_048845,Chaseviridae,I
NC_048664,Podoviridae,I
NC_048847,Myoviridae,I
NC_048854,Podoviridae,I
NC_048851,Siphoviridae,I
NC_049509,Ackermannviridae,I
NC_048861,Podoviridae,I
NC_048853,Demerecviridae,I
NC_048855,Demerecviridae,I
NC_048856,Demerecviridae,I
NC_048857,Demerecviridae,I
NC_048852,Demerecviridae,I
NC_048859,Podoviridae,I
NC_048858,Podoviridae,I
NC_049498,Myoviridae,I
NC_048860,Podoviridae,I
NC_049503,Ackermannviridae,I
NC_049501,Ackermannviridae,I
NC_048862,Podoviridae,I
NC_048872,Demerecviridae,I
NC_049505,Ackermannviridae,I
NC_048870,Demerecviridae,I
NC_049502,Ackermannviridae,I
NC_048866,Demerecviridae,I
NC_049504,Ackermannviridae,I
NC_048867,Demerecviridae,I
NC_048869,Demerecviridae,I
NC_049500,Ackermannviridae,I
NC_049508,Ackermannviridae,I
NC_049506,Ackermannviridae,I
NC_048865,Demerecviridae,I
NC_048871,Demerecviridae,I
NC_049507,Ackermannviridae,I
NC_049499,Ackermannviridae,I
NC_048868,Demerecviridae,I
NC_048874,Microviridae,II
NC_048875,Chaseviridae,I
NC_048877,Podoviridae,I
NC_048878,Siphoviridae,I
NC_047706,Autographiviridae,I
NC_047710,Autographiviridae,I
NC_047707,Autographiviridae,I
NC_047700,Autographiviridae,I
NC_047708,Autographiviridae,I
NC_047704,Autographiviridae,I
NC_047701,Autographiviridae,I
NC_047705,Autographiviridae,I
NC_047703,Autographiviridae,I
NC_047711,Autographiviridae,I
NC_028803,Siphoviridae,I
NC_034974,Astroviridae,IV
NC_031137,Nairoviridae,V
NC_031143,Nairoviridae,V
NC_031219,Nairoviridae,V
NC_031223,Peribunyaviridae,V
NC_031286,Nairoviridae,V
NC_031289,Nairoviridae,V
NC_031290,Phenuiviridae,V
NC_031296,Phasmaviridae,V
NC_031297,Phenuiviridae,V
NC_030751,Phasmaviridae,V
NC_031310,Phasmaviridae,V
NC_031311,Phasmaviridae,V
NC_031315,Phenuiviridae,V
NC_031322,Phenuiviridae,V
NC_028681,Siphoviridae,I
NC_031319,Phenuiviridae,V
NC_002200,Paramyxoviridae,V
NC_052230,Rhabdoviridae,V
NC_052231,Rhabdoviridae,V
NC_023747,Siphoviridae,I
NC_028978,Siphoviridae,I
NC_028861,Siphoviridae,I
NC_028922,Siphoviridae,I
NC_028791,Siphoviridae,I
NC_052652,Myoviridae,I
NC_052654,Myoviridae,I
NC_052653,Myoviridae,I
NC_052655,Myoviridae,I
NC_052656,Myoviridae,I
NC_052657,Myoviridae,I
NC_052658,Myoviridae,I
NC_052659,Myoviridae,I
NC_052660,Myoviridae,I
NC_052661,Myoviridae,I
NC_052662,Myoviridae,I
NC_052663,Myoviridae,I
NC_052925,Orthomyxoviridae,V
NC_052926,Orthomyxoviridae,V
NC_052927,Orthomyxoviridae,V
NC_052928,Orthomyxoviridae,V
NC_052929,Orthomyxoviridae,V
NC_052930,Orthomyxoviridae,V
NC_052931,Orthomyxoviridae,V
NC_052940,Siphoviridae,I
NC_052932,Siphoviridae,I
NC_052939,Siphoviridae,I
NC_052937,Siphoviridae,I
NC_052941,Siphoviridae,I
NC_052935,Siphoviridae,I
NC_052933,Siphoviridae,I
NC_052936,Siphoviridae,I
NC_052938,Siphoviridae,I
NC_052934,Siphoviridae,I
NC_052680,Orthomyxoviridae,V
NC_052681,Orthomyxoviridae,V
NC_052682,Orthomyxoviridae,V
NC_052683,Orthomyxoviridae,V
NC_052684,Orthomyxoviridae,V
NC_052685,Orthomyxoviridae,V
NC_052686,Orthomyxoviridae,V
NC_052964,Siphoviridae,I
NC_052968,Siphoviridae,I
NC_052976,Siphoviridae,I
NC_052975,Siphoviridae,I
NC_052981,Siphoviridae,I
NC_052971,Siphoviridae,I
NC_052969,Siphoviridae,I
NC_052970,Siphoviridae,I
NC_053012,Siphoviridae,I
NC_053011,Siphoviridae,I
NC_052977,Siphoviridae,I
NC_052983,Siphoviridae,I
NC_052973,Siphoviridae,I
NC_053015,Siphoviridae,I
NC_052989,Siphoviridae,I
NC_052979,Siphoviridae,I
NC_044942,Asfarviridae,I
NC_053245,Siphoviridae,I
NC_053211,Siphoviridae,I
NC_053249,Siphoviridae,I
NC_053248,Siphoviridae,I
NC_053243,Siphoviridae,I
NC_053242,Siphoviridae,I
NC_053244,Siphoviridae,I
NC_053247,Siphoviridae,I
NC_053235,Siphoviridae,I
NC_053236,Siphoviridae,I
NC_053210,Siphoviridae,I
NC_053246,Siphoviridae,I
NC_053503,Siphoviridae,I
NC_053512,Siphoviridae,I
NC_003977,Hepadnaviridae,VII
NC_031253,Siphoviridae,I
NC_031028,Siphoviridae,I
NC_054146,Myoviridae,I
NC_054393,Siphoviridae,I
NC_054392,Siphoviridae,I
NC_054421,Siphoviridae,I
NC_054427,Siphoviridae,I
NC_054426,Siphoviridae,I
NC_054422,Siphoviridae,I
NC_054429,Siphoviridae,I
NC_054428,Siphoviridae,I
NC_054431,Siphoviridae,I
NC_054418,Siphoviridae,I
NC_054420,Siphoviridae,I
NC_054424,Siphoviridae,I
NC_054430,Siphoviridae,I
NC_054419,Siphoviridae,I
NC_054425,Siphoviridae,I
NC_054423,Siphoviridae,I
NC_054434,Siphoviridae,I
NC_054436,Siphoviridae,I
NC_054435,Siphoviridae,I
NC_054438,Siphoviridae,I
NC_054437,Siphoviridae,I
NC_038882,Flaviviridae,IV
NC_054440,Siphoviridae,I
NC_054443,Siphoviridae,I
NC_054442,Siphoviridae,I
NC_054447,Siphoviridae,I
NC_054441,Siphoviridae,I
NC_054444,Siphoviridae,I
NC_054445,Siphoviridae,I
NC_054446,Siphoviridae,I
NC_054461,Myoviridae,I
NC_054465,Myoviridae,I
NC_054466,Myoviridae,I
NC_054463,Myoviridae,I
NC_054715,Myoviridae,I
NC_054716,Myoviridae,I
NC_054717,Myoviridae,I
NC_054722,Myoviridae,I
NC_054720,Myoviridae,I
NC_054719,Myoviridae,I
NC_054718,Myoviridae,I
NC_054721,Myoviridae,I
NC_054724,Myoviridae,I
NC_054723,Myoviridae,I
NC_054725,Myoviridae,I
NC_054762,Siphoviridae,I
NC_055459,Paramyxoviridae,V
NC_047853,Herelleviridae,I
NC_055210,Peribunyaviridae,V
NC_055211,Peribunyaviridae,V
NC_055212,Peribunyaviridae,V
NC_055196,Peribunyaviridae,V
NC_055197,Peribunyaviridae,V
NC_055198,Peribunyaviridae,V
NC_055117,Peribunyaviridae,V
NC_055118,Peribunyaviridae,V
NC_055119,Peribunyaviridae,V
NC_055193,Peribunyaviridae,V
NC_055195,Peribunyaviridae,V
NC_055205,Peribunyaviridae,V
NC_055206,Peribunyaviridae,V
NC_055207,Peribunyaviridae,V
NC_055135,Herpesviridae,I
NC_055141,Herpesviridae,I
NC_055184,Peribunyaviridae,V
NC_055185,Peribunyaviridae,V
NC_055234,Herpesviridae,I
NC_055387,Phenuiviridae,V
NC_055388,Phenuiviridae,V
NC_055389,Phenuiviridae,V
NC_055219,Chrysoviridae,III
NC_055220,Chrysoviridae,III
NC_055221,Chrysoviridae,III
NC_055222,Chrysoviridae,III
NC_055223,Chrysoviridae,III
NC_007016,Herpesviridae,I
NC_055411,Tospoviridae,V
NC_055412,Tospoviridae,V
NC_055413,Tospoviridae,V
NC_055528,Adenoviridae,I
NC_055414,Phenuiviridae,V
NC_055415,Phenuiviridae,V
NC_055416,Phenuiviridae,V
NC_055420,Phenuiviridae,V
NC_055421,Phenuiviridae,V
NC_055422,Phenuiviridae,V
NC_055233,Herpesviridae,I
NC_055124,Geminiviridae,II
NC_055336,Phenuiviridae,V
NC_055337,Phenuiviridae,V
NC_055338,Phenuiviridae,V
NC_055333,Phenuiviridae,V
NC_055334,Phenuiviridae,V
NC_055335,Phenuiviridae,V
NC_055601,Potyviridae,IV
NC_055330,Phenuiviridae,V
NC_055331,Phenuiviridae,V
NC_055332,Phenuiviridae,V
NC_055327,Phenuiviridae,V
NC_055328,Phenuiviridae,V
