access,family,Baltimore
NC_033849,Phenuiviridae,V
NC_033850,Phenuiviridae,V
NC_033846,Phenuiviridae,V
NC_005949,Inoviridae,II
NC_047765,Inoviridae,II
NC_047800,Autographiviridae,I
NC_048209,Arteriviridae,IV
NC_048210,Arteriviridae,IV
NC_048213,Coronaviridae,IV
NC_003449,Nodaviridae,IV
NC_006999,Bromoviridae,IV
NC_013266,Bromoviridae,IV
NC_013267,Bromoviridae,IV
NC_007000,Bromoviridae,IV
NC_007001,Bromoviridae,IV
NC_013268,Bromoviridae,IV
NC_035450,Polycipiviridae,IV
NC_035455,Polycipiviridae,IV
NC_035456,Polycipiviridae,IV
NC_035457,Polycipiviridae,IV
NC_019946,Geminiviridae,II
NC_010463,Myoviridae,I
NC_004584,Siphoviridae,I
NC_004585,Siphoviridae,I
NC_004587,Siphoviridae,I
NC_004589,Siphoviridae,I
NC_004740,Siphoviridae,I
NC_049200,Geminiviridae,II
NC_043110,Flaviviridae,IV
NC_045512,Coronaviridae,IV
NC_049947,Siphoviridae,I
NC_025479,Secoviridae,IV
NC_026767,Polyomaviridae,I
NC_039207,Coronaviridae,IV
NC_019843,Coronaviridae,IV
NC_025217,Coronaviridae,IV
NC_030886,Coronaviridae,IV
NC_010354,Picornaviridae,IV
NC_020236,Geminiviridae,II
NC_025379,Astroviridae,IV
NC_028121,Polyomaviridae,I
NC_028122,Polyomaviridae,I
NC_048217,Coronaviridae,IV
NC_006213,Coronaviridae,IV
NC_003045 NC_005147 NC_007732 NC_010327 NC_012950,Coronaviridae,IV
NC_026314,Picornaviridae,IV
NC_028380,Picornaviridae,IV
AC_000192 NC_006852,Coronaviridae,IV
NC_012936,Coronaviridae,IV
NC_018400,Picornaviridae,IV
NC_002786,Tymoviridae,IV
NC_043517,Geminiviridae,II
NC_050698,Geminiviridae,II
NC_032126,Picornaviridae,IV
NC_046954,Coronaviridae,IV
NC_001846,Coronaviridae,IV
NC_017083,Coronaviridae,IV
NC_026011,Coronaviridae,IV
NC_006577,Coronaviridae,IV
NC_034440,Coronaviridae,IV
NC_009019 NC_008315 NC_028918,Coronaviridae,IV
NC_004718,Coronaviridae,IV
NC_002232,Papillomaviridae,I
NC_003973,Papillomaviridae,I
NC_028366,Picornaviridae,IV
NC_035207,Adenoviridae,I
NC_038294,Coronaviridae,IV
NC_048212,Coronaviridae,IV
NC_048167,Autographiviridae,I
NC_047883,Autographiviridae,I
NC_051726,Siphoviridae,I
NC_006579,Pneumoviridae,V
NC_001989,Pneumoviridae,V
NC_001781,Pneumoviridae,V
NC_038235,Pneumoviridae,V
NC_038272,Pneumoviridae,V
NC_051610,Siphoviridae,I
NC_048630,Zobellviridae,I
NC_042115,Siphoviridae,I
NC_051591,Siphoviridae,I
NC_051628,Siphoviridae,I
NC_051613,Siphoviridae,I
NC_047797,Autographiviridae,I
NC_047801,Autographiviridae,I
NC_051604,Siphoviridae,I
NC_051605,Siphoviridae,I
NC_051601,Siphoviridae,I
NC_051627,Siphoviridae,I
NC_051599,Siphoviridae,I
NC_051606,Siphoviridae,I
NC_051607,Siphoviridae,I
NC_051620,Siphoviridae,I
NC_051616,Siphoviridae,I
NC_042013,Myoviridae,I
NC_051614,Siphoviridae,I
NC_047896,Autographiviridae,I
NC_051621,Siphoviridae,I
NC_051595,Siphoviridae,I
NC_051611,Siphoviridae,I
NC_051721,Siphoviridae,I
NC_051594,Siphoviridae,I
NC_051612,Siphoviridae,I
NC_051641,Siphoviridae,I
NC_051615,Siphoviridae,I
NC_051580,Siphoviridae,I
NC_051596,Siphoviridae,I
NC_051587,Siphoviridae,I
NC_051583,Siphoviridae,I
NC_051585,Siphoviridae,I
NC_051626,Siphoviridae,I
NC_051589,Siphoviridae,I
NC_051619,Siphoviridae,I
NC_051624,Siphoviridae,I
NC_051592,Siphoviridae,I
NC_043767,Siphoviridae,I
NC_051608,Siphoviridae,I
NC_051629,Siphoviridae,I
NC_051631,Siphoviridae,I
NC_051582,Siphoviridae,I
NC_051623,Siphoviridae,I
NC_051600,Siphoviridae,I
NC_051584,Siphoviridae,I
NC_051581,Siphoviridae,I
NC_051586,Siphoviridae,I
NC_049496,Ackermannviridae,I
NC_049497,Ackermannviridae,I
NC_049495,Ackermannviridae,I
NC_051590,Siphoviridae,I
NC_051603,Siphoviridae,I
NC_051622,Siphoviridae,I
NC_051617,Siphoviridae,I
NC_051609,Siphoviridae,I
NC_003663,Poxviridae,I
NC_001611,Poxviridae,I
NC_027213,Poxviridae,I
NC_005336,Poxviridae,I
NC_002188,Poxviridae,I
NC_004002,Poxviridae,I
NC_001266,Poxviridae,I
NC_003389,Poxviridae,I
NC_001731,Poxviridae,I
NC_021248,Poxviridae,I
NC_038921,Poxviridae,I
NC_005946 NC_012637,Iridoviridae,I
NC_001659,Asfarviridae,I
NC_044941,Asfarviridae,I
NC_044943,Asfarviridae,I
NC_044945,Asfarviridae,I
NC_044946,Asfarviridae,I
NC_044947,Asfarviridae,I
NC_044955,Asfarviridae,I
NC_044959,Asfarviridae,I
NC_000852,Phycodnaviridae,I
NC_001421,Tectiviridae,I
NC_043027,Myoviridae,I
NC_011421,Herelleviridae,I
NC_019457,Myoviridae,I
NC_042564,Demerecviridae,I
NC_005859,Demerecviridae,I
NC_001825,Salasmaviridae,I
NC_002520,Poxviridae,I
NC_043363,Poxviridae,I
NC_043364,Poxviridae,I
NC_043365,Poxviridae,I
NC_043366,Poxviridae,I
NC_008291,Poxviridae,I
NC_003391,Poxviridae,I
NC_031033,Poxviridae,I
NC_002515,Podoviridae,I
NC_038334,Adenoviridae,I
NC_001824,Iridoviridae,I
NC_002687,Phycodnaviridae,I
NC_028107,Adenoviridae,I
NC_006144,Adenoviridae,I
NC_028103,Adenoviridae,I
NC_005179,Poxviridae,I
NC_011183,Phycodnaviridae,I
NC_043093,Adenoviridae,I
NC_005309,Poxviridae,I
NC_043233,Phycodnaviridae,I
NC_043234,Phycodnaviridae,I
NC_030792,Adenoviridae,I
NC_043237,Phycodnaviridae,I
NC_043239,Phycodnaviridae,I
NC_043240,Phycodnaviridae,I
NC_043241,Phycodnaviridae,I
NC_023426,Poxviridae,I
NC_032111,Poxviridae,I
NC_027705,Adenoviridae,I
NC_015780,Iridoviridae,I
NC_024451,Iridoviridae,I
NC_001993,Poxviridae,I
NC_043236,Phycodnaviridae,I
NC_017940,Iridoviridae,I
NC_003387,Siphoviridae,I
NC_011222,Siphoviridae,I
NC_028461,Iridoviridae,I
NC_038507,Iridoviridae,I
NC_011202,Adenoviridae,I
NC_011203,Adenoviridae,I
NC_043455,Poxviridae,I
NC_043456,Poxviridae,I
NC_043457,Poxviridae,I
NC_043458,Poxviridae,I
NC_043459,Poxviridae,I
NC_043460,Poxviridae,I
NC_043461,Poxviridae,I
NC_043462,Poxviridae,I
NC_043463,Poxviridae,I
NC_043464,Poxviridae,I
NC_043465,Poxviridae,I
NC_020074,Adenoviridae,I
NC_002501,Adenoviridae,I
NC_004037,Adenoviridae,I
NC_007023,Myoviridae,I
NC_007918,Pleolipoviridae,II
NC_013804,Poxviridae,I
NC_005337,Poxviridae,I
NC_003266,Adenoviridae,I
NC_001454,Adenoviridae,I
NC_010956,Adenoviridae,I
NC_002685,Adenoviridae,I
NC_002642 NC_009888,Poxviridae,I
NC_004735,Myoviridae,I
NC_043214,Adenoviridae,I
NC_043215,Adenoviridae,I
NC_003390,Autographiviridae,I
NC_011335,Ascoviridae,I
NC_043216,Ascoviridae,I
NC_043217,Ascoviridae,I
NC_031038,Poxviridae,I
NC_021221,Adenoviridae,I
NC_038332,Adenoviridae,I
NC_003214,Lipothrixviridae,I
NC_003038,Iridoviridae,I
NC_003494,Iridoviridae,I
NC_007346,Phycodnaviridae,I
NC_035188,Poxviridae,I
NC_009989,Adenoviridae,I
NC_015323,Adenoviridae,I
NC_038508,Iridoviridae,I
NC_010821,Myoviridae,I
NC_004684,Siphoviridae,I
NC_004685,Siphoviridae,I
NC_004687,Myoviridae,I
NC_004689,Siphoviridae,I
NC_004333,Myoviridae,I
NC_005259,Siphoviridae,I
NC_005260,Myoviridae,I
NC_004814,Podoviridae,I
NC_043242,Phycodnaviridae,I
NC_043243,Phycodnaviridae,I
NC_043244,Phycodnaviridae,I
NC_043245,Phycodnaviridae,I
NC_043246,Phycodnaviridae,I
NC_043247,Phycodnaviridae,I
NC_043248,Phycodnaviridae,I
NC_043249,Phycodnaviridae,I
NC_043250,Phycodnaviridae,I
NC_043251,Phycodnaviridae,I
NC_043252,Phycodnaviridae,I
NC_043253,Phycodnaviridae,I
NC_043254,Phycodnaviridae,I
NC_043255,Phycodnaviridae,I
NC_043257,Phycodnaviridae,I
NC_008208,Myoviridae,I
NC_005830,Lipothrixviridae,I
NC_022563,Poxviridae,I
NC_005091,Siphoviridae,I
NC_021312,Phycodnaviridae,I
NC_005284,Siphoviridae,I
NC_005902,Iridoviridae,I
NC_005342,Myoviridae,I
NC_009233,Ascoviridae,I
NC_006549,Iridoviridae,I
NC_005882,Myoviridae,I
NC_005832,Iridoviridae,I
NC_005884,Podoviridae,I
NC_005885,Siphoviridae,I
NC_006938,Siphoviridae,I
NC_005886,Myoviridae,I
NC_006356,Siphoviridae,I
NC_009884,Lipothrixviridae,I
NC_006966 NC_006967,Poxviridae,I
NC_006879 NC_025826 NC_025827 NC_025828 NC_028102,Adenoviridae,I
NC_007451,Tectiviridae,I
NC_016434,Siphoviridae,I
NC_007022,Myoviridae,I
NC_007217,Sphaerolipoviridae,I
NC_044938,Ascoviridae,I
NC_008518,Ascoviridae,I
NC_014467,Myoviridae,I
NC_007149,Autographiviridae,I
NC_009814,Siphoviridae,I
NC_016163,Myoviridae,I
NC_028238,Poxviridae,I
NC_009643,Podoviridae,I
NC_023615,Iridoviridae,I
NC_023611,Iridoviridae,I
NC_010155,Lipothrixviridae,I
NC_010152,Lipothrixviridae,I
NC_010154,Lipothrixviridae,I
NC_007806,Siphoviridae,I
NC_007807,Podoviridae,I
NC_007808,Zobellviridae,I
NC_007809,Siphoviridae,I
NC_043130,Phycodnaviridae,I
NC_008207,Myoviridae,I
NC_008195,Siphoviridae,I
NC_008202,Siphoviridae,I
NC_008197,Siphoviridae,I
NC_008198,Siphoviridae,I
NC_008200,Siphoviridae,I
NC_008204,Siphoviridae,I
NC_003027,Poxviridae,I
NC_004003,Poxviridae,I
NC_043092,Adenoviridae,I
NC_008364,Siphoviridae,I
NC_009816,Siphoviridae,I
NC_009936,Autographiviridae,I
NC_043094,Adenoviridae,I
NC_008603,Phycodnaviridae,I
NC_008367,Podoviridae,I
NC_043178,Poxviridae,I
NC_008584,Myoviridae,I
NC_028113,Adenoviridae,I
NC_009015,Myoviridae,I
NC_009014,Autographiviridae,I
NC_022751,Podoviridae,I
NC_009447,Siphoviridae,I
NC_009531,Autographiviridae,I
NC_009904,Herelleviridae,I
NC_044956,Asfarviridae,I
NC_044957,Asfarviridae,I
NC_027119,Ackermannviridae,I
NC_028094,Phycodnaviridae,I
NC_009760,Myoviridae,I
NC_029031,Autographiviridae,I
NC_010116,Siphoviridae,I
NC_012696,Schitoviridae,I
NC_010583,Demerecviridae,I
NC_011646,Siphoviridae,I
NC_010363,Salasmaviridae,I
NC_034382,Adenoviridae,I
NC_011523,Tectiviridae,I
NC_011085,Autographiviridae,I
NC_043179,Poxviridae,I
NC_012742,Siphoviridae,I
NC_039034,Iridoviridae,I
NC_011044,Siphoviridae,I
NC_011132,Lavidaviridae,I
NC_011271,Myoviridae,I
NC_011272,Myoviridae,I
NC_011269,Myoviridae,I
NC_011270,Myoviridae,I
NC_011201,Autographiviridae,I
NC_011308,Siphoviridae,I
NC_011290,Siphoviridae,I
NC_011292,Siphoviridae,I
NC_021068,Podoviridae,I
NC_029067,Myoviridae,I
NC_021067,Myoviridae,I
NC_021073,Myoviridae,I
NC_012584,Adenoviridae,I
NC_020485,Adenoviridae,I
NC_020872,Autographiviridae,I
NC_003310,Poxviridae,I
NC_012223,Siphoviridae,I
NC_012419,Siphoviridae,I
NC_012530,Herelleviridae,I
NC_012558,Pleolipoviridae,II
NC_013693,Ackermannviridae,I
NC_030394,Iridoviridae,I
NC_012663,Siphoviridae,I
NC_012662,Autographiviridae,I
NC_013651,Autographiviridae,I
NC_024446,Poxviridae,I
NC_012959,Adenoviridae,I
NC_013691,Schitoviridae,I
NC_013692,Schitoviridae,I
NC_013021,Siphoviridae,I
NC_028689,Siphoviridae,I
NC_027985,Siphoviridae,I
NC_013697,Myoviridae,I
NC_019496,Siphoviridae,I
NC_043405,Adenoviridae,I
NC_019913,Myoviridae,I
NC_013698,Siphoviridae,I
NC_028675,Autographiviridae,I
NC_043695,Adenoviridae,I
NC_043696,Adenoviridae,I
NC_023722,Siphoviridae,I
NC_023706,Siphoviridae,I
NC_014637,Mimiviridae,I
NC_013638,Autographiviridae,I
NC_013756,Marseilleviridae,I
NC_015932,Adenoviridae,I
NC_015937,Myoviridae,I
NC_016567,Siphoviridae,I
NC_014036,Myoviridae,I
NC_013758,Pleolipoviridae,II
NC_027120,Siphoviridae,I
NC_048032,Autographiviridae,I
NC_048030,Autographiviridae,I
NC_027987,Siphoviridae,I
NC_015463,Siphoviridae,I
NC_015465,Siphoviridae,I
NC_020853,Siphoviridae,I
NC_020862,Schitoviridae,I
NC_020846,Siphoviridae,I
NC_020849,Schitoviridae,I
NC_020863,Myoviridae,I
NC_020852,Phycodnaviridae,I
NC_023841,Podoviridae,I
NC_020840 NC_020861,Siphoviridae,I
NC_020868,Schitoviridae,I
NC_020848,Schitoviridae,I
NC_020850,Myoviridae,I
NC_020864,Phycodnaviridae,I
NC_016766,Siphoviridae,I
NC_025455,Autographiviridae,I
NC_020860,Myoviridae,I
NC_020842,Siphoviridae,I
NC_014663,Myoviridae,I
NC_024474,Adenoviridae,I
NC_018088,Siphoviridae,I
NC_015270,Siphoviridae,I
NC_014457,Siphoviridae,I
NC_024684,Adenoviridae,I
NC_015293,Siphoviridae,I
NC_014564,Adenoviridae,I
NC_014635,Myoviridae,I
NC_014636,Myoviridae,I
NC_014765,Phycodnaviridae,I
NC_014767,Phycodnaviridae,I
NC_014766,Phycodnaviridae,I
NC_019454,Autographiviridae,I
NC_020854,Siphoviridae,I
NC_020857,Siphoviridae,I
NC_020847,Siphoviridae,I
NC_022266,Adenoviridae,I
NC_016164,Siphoviridae,I
NC_023736,Autographiviridae,I
NC_019926,Autographiviridae,I
NC_023688,Myoviridae,I
NC_049345,Schitoviridae,I
NC_019452,Ackermannviridae,I
NC_016924,Poxviridae,I
NC_014899,Adenoviridae,I
NC_019485,Schitoviridae,I
NC_015264,Autographiviridae,I
NC_024150,Adenoviridae,I
NC_023693,Myoviridae,I
NC_015269,Demerecviridae,I
NC_015157,Myoviridae,I
NC_015159,Autographiviridae,I
NC_015720,Siphoviridae,I
NC_015210,Siphoviridae,I
NC_019930,Myoviridae,I
NC_015208,Autographiviridae,I
NC_042112,Myoviridae,I
NC_020487,Adenoviridae,I
NC_015225 NC_015226,Adenoviridae,I
NC_028999,Myoviridae,I
NC_021347,Myoviridae,I
NC_042325,Siphoviridae,I
NC_028986,Myoviridae,I
NC_042034,Siphoviridae,I
NC_042032,Siphoviridae,I
NC_028942,Siphoviridae,I
NC_042033,Siphoviridae,I
NC_028801,Siphoviridae,I
NC_042035,Siphoviridae,I
NC_042031,Siphoviridae,I
NC_015721,Myoviridae,I
NC_019508,Siphoviridae,I
NC_018087,Myoviridae,I
NC_042332,Siphoviridae,I
NC_019510,Autographiviridae,I
NC_019514,Schitoviridae,I
NC_019504,Chaseviridae,I
NC_023711,Siphoviridae,I
NC_041993,Myoviridae,I
NC_015938,Podoviridae,I
NC_041960,Siphoviridae,I
NC_023696,Myoviridae,I
NC_023714,Myoviridae,I
NC_023691,Siphoviridae,I
NC_015960,Poxviridae,I
NC_023737,Myoviridae,I
NC_016073,Ackermannviridae,I
NC_023733,Myoviridae,I
NC_023725,Myoviridae,I
NC_023727,Siphoviridae,I
NC_028907,Siphoviridae,I
NC_023740,Siphoviridae,I
NC_023741,Siphoviridae,I
NC_019925,Ackermannviridae,I
NC_016764,Autographiviridae,I
NC_016166,Siphoviridae,I
NC_019530,Ackermannviridae,I
NC_016435,Siphoviridae,I
NC_016569,Siphoviridae,I
NC_016655,Siphoviridae,I
NC_016653,Siphoviridae,I
NC_016651,Siphoviridae,I
NC_016566,Siphoviridae,I
NC_017971,Podoviridae,I
NC_017825,Adenoviridae,I
NC_019525,Myoviridae,I
NC_019518,Myoviridae,I
NC_019523,Guelinviridae,I
NC_020080,Myoviridae,I
NC_017981,Myoviridae,I
NC_018278,Siphoviridae,I
NC_018283,Siphoviridae,I
NC_019528,Autographiviridae,I
NC_019402,Podoviridae,I
NC_019398,Myoviridae,I
NC_017864,Siphoviridae,I
NC_019924,Siphoviridae,I
NC_019724,Siphoviridae,I
NC_019529,Demerecviridae,I
NC_019521,Myoviridae,I
NC_025822,Autographiviridae,I
NC_016989,Sphaerolipoviridae,I
NC_017976,Siphoviridae,I
NC_018270,Podoviridae,I
NC_017972,Myoviridae,I
NC_019519,Myoviridae,I
NC_019540,Zobellviridae,I
NC_025467,Rountreeviridae,I
NC_023717,Myoviridae,I
NC_017974,Myoviridae,I
NC_017980,Guelinviridae,I
NC_018083,Guelinviridae,I
NC_018084,Guelinviridae,I
NC_020488,Podoviridae,I
NC_018271,Siphoviridae,I
NC_018272,Siphoviridae,I
NC_018086,Siphoviridae,I
NC_017975,Myoviridae,I
NC_024375,Siphoviridae,I
NC_021787,Siphoviridae,I
NC_021785,Siphoviridae,I
NC_021772,Schitoviridae,I
NC_021782,Schitoviridae,I
NC_024359,Herelleviridae,I
NC_047745,Herelleviridae,I
NC_021781,Herelleviridae,I
NC_041953,Siphoviridae,I
NC_028770,Siphoviridae,I
NC_028879,Siphoviridae,I
NC_018276,Siphoviridae,I
NC_018269,Siphoviridae,I
NC_019933,Siphoviridae,I
NC_020205,Podoviridae,I
NC_019507,Myoviridae,I
NC_017979,Adenoviridae,I
NC_042338,Siphoviridae,I
NC_021531,Myoviridae,I
NC_018280,Zobellviridae,I
NC_019543,Myoviridae,I
NC_019538,Myoviridae,I
NC_025441,Myoviridae,I
NC_025446,Ackermannviridae,I
NC_019910,Ackermannviridae,I
NC_042061,Ackermannviridae,I
NC_021062,Autographiviridae,I
NC_018837,Demerecviridae,I
NC_025465,Siphoviridae,I
NC_041907,Schitoviridae,I
NC_021868,Siphoviridae,I
NC_029000,Myoviridae,I
NC_019406,Siphoviridae,I
NC_019410,Siphoviridae,I
NC_019407,Siphoviridae,I
NC_019725,Drexlerviridae,I
NC_019542,Autographiviridae,I
NC_047868,Autographiviridae,I
NC_041908,Myoviridae,I
NC_027296,Myoviridae,I
NC_047869,Autographiviridae,I
NC_047870,Autographiviridae,I
NC_018831,Siphoviridae,I
NC_018861,Myoviridae,I
NC_020079,Myoviridae,I
NC_021776,Podoviridae,I
NC_019923,Podoviridae,I
NC_021316,Autographiviridae,I
NC_018835,Podoviridae,I
NC_019420,Podoviridae,I
NC_019419,Siphoviridae,I
NC_019413,Rudiviridae,I
NC_044939,Ascoviridae,I
NC_020083,Ackermannviridae,I
NC_024388,Siphoviridae,I
NC_024378,Siphoviridae,I
NC_024389,Siphoviridae,I
NC_020159,Myoviridae,I
NC_020082,Myoviridae,I
NC_021337,Autographiviridae,I
NC_020480,Siphoviridae,I
NC_041858,Siphoviridae,I
NC_021328,Myoviridae,I
NC_023005,Autographiviridae,I
NC_020998,Sphaerolipoviridae,I
NC_021563,Siphoviridae,I
NC_021540,Schitoviridae,I
NC_049350,Schitoviridae,I
NC_020484,Myoviridae,I
NC_020482,Autographiviridae,I
NC_008030,Poxviridae,I
NC_047741,Autographiviridae,I
NC_021249,Poxviridae,I
NC_021247,Poxviridae,I
NC_021246,Poxviridae,I
NC_028674,Siphoviridae,I
NC_028982,Herelleviridae,I
NC_028983,Herelleviridae,I
NC_021901,Iridoviridae,I
NC_023613,Iridoviridae,I
NC_021063,Siphoviridae,I
NC_021344,Myoviridae,I
NC_023007,Siphoviridae,I
NC_041934,Siphoviridae,I
NC_021300,Zobellviridae,I
NC_021342,Myoviridae,I
NC_023614,Siphoviridae,I
NC_021349,Myoviridae,I
NC_021310,Siphoviridae,I
NC_024354,Myoviridae,I
NC_028773,Myoviridae,I
NC_021346,Myoviridae,I
NC_021348,Myoviridae,I
NC_021556,Siphoviridae,I
NC_022986,Myoviridae,I
NC_021799,Siphoviridae,I
NC_021798,Podoviridae,I
NC_021800,Siphoviridae,I
NC_021791,Siphoviridae,I
NC_021796,Podoviridae,I
NC_021795,Siphoviridae,I
NC_021802,Siphoviridae,I
NC_021790,Siphoviridae,I
NC_021794,Podoviridae,I
NC_021792,Podoviridae,I
NC_021806,Podoviridae,I
NC_021804,Siphoviridae,I
NC_021788,Podoviridae,I
NC_021803,Podoviridae,I
NC_035460,Poxviridae,I
NC_021333,Lavidaviridae,I
NC_029044,Myoviridae,I
NC_022057,Siphoviridae,I
NC_022064,Siphoviridae,I
NC_022061,Siphoviridae,I
NC_022325,Siphoviridae,I
NC_041959,Siphoviridae,I
NC_022328,Siphoviridae,I
NC_022331,Siphoviridae,I
NC_027342,Autographiviridae,I
NC_025422,Myoviridae,I
NC_024358,Podoviridae,I
NC_022063,Siphoviridae,I
NC_022053,Siphoviridae,I
NC_025423,Herelleviridae,I
NC_023865,Chaseviridae,I
NC_022762,Siphoviridae,I
NC_022916,Autographiviridae,I
NC_023610,Myoviridae,I
NC_022917,Autographiviridae,I
NC_023570,Autographiviridae,I
NC_023581,Schitoviridae,I
NC_022761,Herelleviridae,I
NC_022766,Siphoviridae,I
NC_022764,Podoviridae,I
NC_022765,Siphoviridae,I
NC_022770,Podoviridae,I
NC_022774,Siphoviridae,I
NC_022767,Siphoviridae,I
NC_023549,Siphoviridae,I
NC_022772,Ackermannviridae,I
NC_022768,Ackermannviridae,I
NC_022612,Adenoviridae,I
NC_022613,Adenoviridae,I
NC_022990,Lavidaviridae,I
NC_023574,Siphoviridae,I
NC_023569,Siphoviridae,I
NC_023563,Siphoviridae,I
NC_022982,Autographiviridae,I
NC_022987,Autographiviridae,I
NC_042345,Siphoviridae,I
NC_042344,Siphoviridae,I
NC_037656,Poxviridae,I
NC_023557,Myoviridae,I
NC_023554,Siphoviridae,I
NC_047737,Autographiviridae,I
NC_023578,Siphoviridae,I
NC_023594,Chaseviridae,I
NC_024139,Demerecviridae,I
NC_023590,Siphoviridae,I
NC_023859,Siphoviridae,I
NC_023566,Siphoviridae,I
NC_028682,Siphoviridae,I
NC_024209,Siphoviridae,I
NC_028658,Siphoviridae,I
NC_023863,Podoviridae,I
NC_023604,Siphoviridae,I
NC_023612,Siphoviridae,I
NC_024212,Siphoviridae,I
NC_041861,Siphoviridae,I
NC_041862,Herelleviridae,I
NC_024383,Herelleviridae,I
NC_024392,Siphoviridae,I
NC_025436,Myoviridae,I
NC_025470,Myoviridae,I
NC_025458,Myoviridae,I
NC_025463,Siphoviridae,I
NC_025466,Siphoviridae,I
NC_023605,Podoviridae,I
NC_023603,Siphoviridae,I
NC_024145,Siphoviridae,I
NC_023600,Siphoviridae,I
NC_024138,Siphoviridae,I
NC_024697,Phycodnaviridae,I
NC_024140,Schitoviridae,I
NC_024215,Siphoviridae,I
NC_024203,Siphoviridae,I
NC_024208,Siphoviridae,I
NC_024214,Siphoviridae,I
NC_024367,Schitoviridae,I
NC_025452,Ackermannviridae,I
NC_047746,Autographiviridae,I
NC_025462,Myoviridae,I
NC_025457,Autographiviridae,I
NC_028988,Autographiviridae,I
NC_024363,Siphoviridae,I
NC_024149,Rountreeviridae,I
NC_024135,Siphoviridae,I
NC_024371,Siphoviridae,I
NC_024366,Siphoviridae,I
NC_041835,Herelleviridae,I
NC_041836,Herelleviridae,I
NC_041837,Herelleviridae,I
NC_041838,Herelleviridae,I
NC_041839,Herelleviridae,I
NC_041840,Herelleviridae,I
NC_041841,Herelleviridae,I
NC_041842,Herelleviridae,I
NC_027335,Herelleviridae,I
NC_027330,Autographiviridae,I
NC_024369,Myoviridae,I
NC_025420,Siphoviridae,I
NC_025415,Siphoviridae,I
NC_025459,Chaseviridae,I
NC_028979,Siphoviridae,I
NC_027395,Podoviridae,I
NC_015455,Adenoviridae,I
NC_016437,Adenoviridae,I
NC_024486,Adenoviridae,I
NC_028690,Siphoviridae,I
NC_024783,Siphoviridae,I
NC_025471,Siphoviridae,I
NC_025414,Myoviridae,I
NC_025429,Ackermannviridae,I
NC_027345,Schitoviridae,I
NC_025439,Siphoviridae,I
NC_027358,Siphoviridae,I
NC_029007,Autographiviridae,I
NC_026610,Siphoviridae,I
NC_027366,Herelleviridae,I
NC_027374,Herelleviridae,I
NC_027372,Podoviridae,I
NC_027394,Podoviridae,I
NC_027381,Schitoviridae,I
NC_027378,Siphoviridae,I
NC_027297,Demerecviridae,I
NC_031909,Myoviridae,I
NC_025428,Siphoviridae,I
NC_028269,Lavidaviridae,I
NC_028270,Lavidaviridae,I
NC_028257,Lavidaviridae,I
NC_027363,Autographiviridae,I
NC_027341,Siphoviridae,I
NC_027332,Myoviridae,I
NC_025678,Adenoviridae,I
NC_025412,Marseilleviridae,I
NC_027292,Autographiviridae,I
NC_027348,Schitoviridae,I
NC_027340,Ackermannviridae,I
NC_026606,Myoviridae,I
NC_027388,Schitoviridae,I
NC_027356,Demerecviridae,I
NC_047749,Demerecviridae,I
NC_026603,Siphoviridae,I
NC_028812,Siphoviridae,I
NC_028754,Demerecviridae,I
NC_025962,Adenoviridae,I
NC_028950,Myoviridae,I
NC_028104,Mimiviridae,I
NC_028112,Phycodnaviridae,I
NC_028110,Phycodnaviridae,I
NC_028108,Phycodnaviridae,I
NC_028799,Schitoviridae,I
NC_028895,Demerecviridae,I
NC_029075,Siphoviridae,I
NC_028926,Podoviridae,I
NC_047751,Autographiviridae,I
NC_018859,Podoviridae,I
NC_031280,Myoviridae,I
NC_029033,Siphoviridae,I
NC_028776,Siphoviridae,I
NC_028856,Siphoviridae,I
NC_028777,Siphoviridae,I
NC_028972,Siphoviridae,I
NC_029060,Siphoviridae,I
NC_029074,Siphoviridae,I
NC_030932,Siphoviridae,I
NC_027988,Zobellviridae,I
NC_028974,Siphoviridae,I
NC_028818,Siphoviridae,I
NC_029101,Schitoviridae,I
NC_028819,Siphoviridae,I
NC_029061,Podoviridae,I
NC_029047,Siphoviridae,I
NC_028865,Siphoviridae,I
NC_028966,Siphoviridae,I
NC_041962,Siphoviridae,I
NC_031104,Schitoviridae,I
NC_028885,Schitoviridae,I
NC_027708,Adenoviridae,I
NC_029019,Siphoviridae,I
NC_028668,Siphoviridae,I
NC_030906,Myoviridae,I
NC_028673,Siphoviridae,I
NC_028934,Siphoviridae,I
NC_028742,Siphoviridae,I
NC_028846,Siphoviridae,I
NC_028848,Autographiviridae,I
NC_028702,Autographiviridae,I
NC_028924,Siphoviridae,I
NC_031042,Demerecviridae,I
NC_048785,Demerecviridae,I
NC_030907,Siphoviridae,I
NC_030935,Siphoviridae,I
NC_028665,Siphoviridae,I
NC_028653,Siphoviridae,I
NC_029042,Ackermannviridae,I
NC_029094,Myoviridae,I
NC_047754,Demerecviridae,I
NC_029097,Siphoviridae,I
NC_041963,Siphoviridae,I
NC_028954,Siphoviridae,I
NC_042049,Siphoviridae,I
NC_028091,Phycodnaviridae,I
NC_028093,Phycodnaviridae,I
NC_028092,Phycodnaviridae,I
NC_029106,Siphoviridae,I
NC_029100,Siphoviridae,I
NC_028691,Siphoviridae,I
NC_029013,Myoviridae,I
NC_029078,Siphoviridae,I
NC_042050,Siphoviridae,I
NC_028782,Podoviridae,I
NC_047756,Siphoviridae,I
NC_047757,Siphoviridae,I
NC_028750,Myoviridae,I
